action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_00109,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.893741519270467,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_00110,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.72068123639665,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_00111,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.67227681713142,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_00112,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,16.56475678684589,balanced commercial and operational conditions with manageable managerial control needs,34,normal
MAQ_00113,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.519181236396651,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_00114,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.444741519270465,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_00115,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.002776817131416,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_00116,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.484181236396651,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_00117,2017-03,2017-03-01,2017-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.622241519270467,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_00118,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,30.708594917932473,balanced commercial and operational conditions with manageable managerial control needs,1,normal
MAQ_00119,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.022550889338454,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",2,normal
MAQ_00120,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.982167101043203,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",3,normal
MAQ_00121,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.584970611764703,therapist performance pattern is stable with manageable coaching need,4,normal
MAQ_00122,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.976582,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",5,normal
MAQ_00123,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,22.817248645355058,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_00124,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.867149694117643,therapist performance pattern is stable with manageable coaching need,7,normal
MAQ_00125,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.517167101043206,maintain and monitor treatment line performance within current operating rhythm,8,normal
MAQ_00126,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.395015717647055,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",9,normal
MAQ_00127,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.150877764705882,therapist performance pattern is stable with manageable coaching need,10,normal
MAQ_00128,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.040050889338456,maintain and monitor treatment line performance within current operating rhythm,11,normal
MAQ_00129,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,20.9293512,therapist performance pattern is stable with manageable coaching need,12,normal
MAQ_00130,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.44124864535506,maintain and monitor treatment line performance within current operating rhythm,13,normal
MAQ_00131,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.352550889338456,maintain and monitor treatment line performance within current operating rhythm,14,normal
MAQ_00132,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.316667101043205,maintain and monitor treatment line performance within current operating rhythm,15,normal
MAQ_00133,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.695550889338453,treatment line can support commercial push without materially raising team strain,16,normal
MAQ_00134,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.637167101043204,treatment line can support commercial push without materially raising team strain,17,normal
MAQ_00135,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.632667101043204,treatment line can support commercial push without materially raising team strain,18,normal
MAQ_00136,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.4616671010432,treatment line can support commercial push without materially raising team strain,19,normal
MAQ_00137,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.358050889338454,treatment line can support commercial push without materially raising team strain,20,normal
MAQ_00138,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.227550889338456,treatment line can support commercial push without materially raising team strain,21,normal
MAQ_00139,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.227248645355058,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",22,normal
MAQ_00140,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.191667101043205,treatment line can support commercial push without materially raising team strain,23,normal
MAQ_00141,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.151050889338457,treatment line can support commercial push without materially raising team strain,24,normal
MAQ_00142,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.011550889338455,treatment line can support commercial push without materially raising team strain,25,normal
MAQ_00143,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.863167101043203,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_00144,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.781748645355055,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_00145,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.475748645355058,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_00146,2017-04,2017-04-01,2017-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.13824864535506,treatment line can support commercial push without materially raising team strain,29,normal
