outlet_name,zone_name,month_id,year,month_num,seasonality_factor,regime_factor,demand_index_0_100,yield_index_0_100,team_pressure_risk_0_100,expected_story_label,managerial_risk_hint
Valletta Spa,Valletta,2022-12,2022,12,1.0,0.78,51.5,86.0,35.4,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2023-01,2023,1,0.86,0.92,56.0,89.0,40.9,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2023-02,2023,2,0.84,0.92,55.4,89.0,40.7,mixed / monitor,Monitor trend direction before major repositioning.
Valletta Spa,Valletta,2023-03,2023,3,0.92,0.92,58.0,89.0,41.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-04,2023,4,1.02,0.92,61.4,91.0,42.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-05,2023,5,1.1,0.92,64.1,91.0,43.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-06,2023,6,1.18,0.92,66.7,89.0,44.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-07,2023,7,1.3,0.92,70.7,89.0,45.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-08,2023,8,1.34,0.92,72.1,89.0,46.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-09,2023,9,1.22,0.92,68.1,91.0,45.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-10,2023,10,1.08,0.92,63.4,91.0,43.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-11,2023,11,0.95,0.92,59.1,89.0,41.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2023-12,2023,12,1.0,0.92,60.7,89.0,42.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-01,2024,1,0.86,1.02,62.1,91.0,45.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-02,2024,2,0.84,1.02,61.4,91.0,44.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-03,2024,3,0.92,1.02,64.4,91.0,45.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-04,2024,4,1.02,1.02,68.1,93.0,47.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-05,2024,5,1.1,1.02,71.0,93.0,48.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-06,2024,6,1.18,1.02,74.0,91.0,49.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-07,2024,7,1.3,1.02,78.4,91.0,50.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-08,2024,8,1.34,1.02,79.9,91.0,51.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-09,2024,9,1.22,1.02,75.5,93.0,49.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-10,2024,10,1.08,1.02,70.3,93.0,47.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-11,2024,11,0.95,1.02,65.5,91.0,46.1,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2024-12,2024,12,1.0,1.02,67.3,91.0,46.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-01,2025,1,0.86,1.08,65.8,93.0,48.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-02,2025,2,0.84,1.08,65.0,93.0,47.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-03,2025,3,0.92,1.08,68.1,93.0,49.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-04,2025,4,1.02,1.08,72.1,95.0,50.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-05,2025,5,1.1,1.08,75.2,95.0,51.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-06,2025,6,1.18,1.08,78.3,93.0,52.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-07,2025,7,1.3,1.08,83.0,93.0,54.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-08,2025,8,1.34,1.08,84.6,93.0,54.6,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-09,2025,9,1.22,1.08,79.9,95.0,53.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-10,2025,10,1.08,1.08,74.4,95.0,51.1,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-11,2025,11,0.95,1.08,69.3,93.0,49.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Valletta Spa,Valletta,2025-12,2025,12,1.0,1.08,71.3,93.0,50.1,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
